ID,Title,Rating,ReleaseDate,Writers,Directors,Genre,Revenue,Runtime,PartialURL
6608,Miss Julie,PG-13,12/4/2014 0:00,"Liv Ullmann, August Strindberg",Liv Ullmann,Drama,0,133 minutes,miss_julie_2014
6609,Hara-Kiri: Death of a Samurai,NR,7/19/2012 0:00,"Kikumi Yamagishi, Yasuhiko Takiguchi","Takashi Miike, Kikumi Yamagishi, Kikumi Yamagishi","Action & Adventure, Art House & International, Drama","$60,201.00 ",126 minutes,hara_kiri_death_of_a_samurai
6610,Blood Widow,NR,"Dec 31,9999","Chad Coup, Ian H. Davis",Jeremiah Buckhalt,Horror,0,84 minutes,blood_widow
6611,Star of Midnight,NR,4/18/1935 0:00,"Anthony Veiller, Edward Kaufman, Howard J. Green","Stephen Roberts, Stephen R. Roberts","Classics, Comedy, Drama, Mystery & Suspense, Romance",0,90 minutes,star_of_midnight
6612,Beyond the Edge,NR,7/3/2014 0:00,"Leanne Pooley, Matthew Metcalfe",Leanne Pooley,"Action & Adventure, Documentary, Drama, Mystery & Suspense, Sports & Fitness",0,93 minutes,beyond_the_edge_2013
6613,The Book of Esther,NR,"Dec 31,9999","Anna Zielinski, Timothy Ratajczak",David A.R. White,Drama,0,90 minutes,the_book_of_esther
6614,Brightest Star,NR,1/30/2014 0:00,"Maggie Kiley, Matthew Mullen",Maggie Kiley,"Comedy, Drama, Romance",0,80 minutes,brightest_star
6615,Spy,R,6/4/2015 0:00,Paul Feig,Paul Feig,Comedy,0,117 minutes,spy_2015
6616,Noah,PG-13,3/27/2014 0:00,"Darren Aronofsky, John Logan, Ari Handel",Darren Aronofsky,"Classics, Drama","$101,160,529.00 ",137 minutes,noah_2014
6617,Dead On Appraisal,R,"Dec 31,9999","David Sherbrook, Scott Dawson, Sean Canfield","David Sherbrook, Scott Dawson, Sean Canfield","Comedy, Horror",0,72 minutes,dead_on_appraisal_2014
6618,5 Days Of War,R,8/18/2011 0:00,"Mikko Alanne, David Battle",Renny Harlin,"Action & Adventure, Drama, Special Interest","$17,243.00 ",113 minutes,5_days_of_war
6619,Among Friends,R,"Dec 31,9999",Alyssa Lobit,Danielle Harris,"Comedy, Horror",0,80 minutes,among_friends_2013
6620,Frat Brothers,NR,10/7/2013 0:00,Marlon Jones,Dante Wyatt,Drama,0,101 minutes,frat_brothers
6621,The Double,PG-13,10/27/2011 0:00,"Michael Brandt, Derek Haas",Michael Brandt,"Drama, Mystery & Suspense","$134,286.00 ",98 minutes,the_double_2011
6622,Koto no ha no niwa (Garden of Words),NR,"Dec 31,9999",Makoto Shinkai,Makoto Shinkai,"Animation, Art House & International, Kids & Family, Romance",0,45 minutes,koto_no_ha_no_niwa
6623,Strong Black Woman,NR,11/27/2013 0:00,"Carl Jackson (XI), Carl Jackson","Wladyslaw Pasikowski, Carl Jackson (XI), Carl Jackson","Action & Adventure, Drama",0,120 minutes,strong_black_woman
6624,Molly Moon and the Incredible Book of Hypnotism,PG,8/13/2015 0:00,"Christopher N. Rowley, Tom Butterworth, Chris Hurford, Georgia Byng",Christopher N. Rowley,Drama,0,97 minutes,molly_moon_the_incredible_hypnotist
6625,Vicky Donor,NR,4/19/2012 0:00,Juhi Chaturvedi,Shoojit Sircar,"Comedy, Romance","$466,467.00 ",122 minutes,vicky_donor_2012
6626,The Last Stand,R,1/17/2013 0:00,"Jeffrey Nachmanoff, George Nolfi, Andrew Knauer",Jee-woon Kim,"Action & Adventure, Mystery & Suspense","$12,000,000.00 ",107 minutes,last_stand_2013
6627,Ray Harryhausen: Special Effects Titan,NR,11/26/2011 0:00,Gilles Penso,Gilles Penso,"Art House & International, Documentary, Special Interest, Television",0,97 minutes,ray_harryhausen_special_effects_titan
6628,The Man Who Knew Infinity,PG-13,4/28/2016 0:00,Matt Brown,Matt Brown,"Art House & International, Drama",0,108 minutes,the_man_who_knew_infinity
6629,Something Wicked,R,4/3/2014 0:00,Joe Colleran,Darin Scott,"Action & Adventure, Mystery & Suspense",0,95 minutes,something_wicked_2014
6630,Santa Mesa,R,1/19/2012 0:00,Ron Morales,Ron Morales,Drama,0,83 minutes,santa-mesa
6631,Crawl,NR,10/14/2011 0:00,"Hervé Lasgouttes, Loïc Delafoulhouze",Hervé Lasgouttes,"Comedy, Mystery & Suspense",0,90 minutes,crawl
6632,The Mind Reader,NR,12/31/1932 0:00,"Robert Lord, Wilson Mizner",Roy Del Ruth,"Comedy, Drama",0,69 minutes,mind_reader
6633,Trek Nation,NR,11/29/2011 0:00,NOT_AVAILABLE,"Scott Colthorp, Scott Colthrop",Documentary,0,88 minutes,trek_nation_2010
6634,A Bird of the Air,PG-13,9/22/2011 0:00,"Roger Towne, Joe Coomer",Margaret Whitton,"Comedy, Drama, Romance","$10,152.00 ",98 minutes,a_bird_of_the_air
6635,Hand 2 Hand (Fist 2 Fist),R,"Dec 31,9999",Jino Kang,Jino Kang,"Action & Adventure, Drama",0,92 minutes,hand_2_hand
6636,Manborg,NR,"Dec 31,9999","Jeremy Gillespie , Steven Kostanski",Steven Kostanski,Horror,0,60 minutes,manborg
6637,Liz en Septiembre (Liz in September),NR,"Dec 31,9999",NOT_AVAILABLE,Fina Torres,Drama,0,100 minutes,liz_en_septiembre
6638,Magic Beyond Words: The JK Rowling Story,NR,"Dec 31,9999","Jeffrey Berman, Tony Caballero",Paul A. Kaufman,"Documentary, Television",0,90 minutes,magic_beyond_words_the_jk_rowling_story
6639,Nas: Time Is Illmatic,NR,9/30/2014 0:00,Erik Parker,One9,"Documentary, Special Interest","$151,366.00 ",78 minutes,nas_time_is_illmatic_2014
6640,Codebreaker,NR,10/16/2012 0:00,Craig Warner,"Clare Beavan, Nic Stacey, Clare Bevan, Clare Beavan","Documentary, Drama",0,81 minutes,codebreaker
6641,Rejoice & Shout,PG,6/2/2011 0:00,Don McGlynn,Don McGlynn,"Documentary, Musical & Performing Arts, Special Interest","$100,119.00 ",115 minutes,rejoice_and_shout-2009
6642,Seal Team 6: The Raid on Osama Bin Laden,NR,"Dec 31,9999",NOT_AVAILABLE,John Stockwell,"Action & Adventure, Documentary",0,90 minutes,seal_team_6_the_raid_on_osama_bin_laden
6643,Packard: The Last Shift,NR,"Dec 31,9999",NOT_AVAILABLE,Brian Kaufman,Documentary,0,72 minutes,packard_the_last_shift
6644,Escape Fire: The Fight to Rescue American Healthcare,PG-13,10/4/2012 0:00,NOT_AVAILABLE,"Susan Froemke, Matthew Heineman","Documentary, Special Interest","$97,316.00 ",99 minutes,escape_fire_the_fight_to_rescue_american_healthcare
6645,The Haunting Of Whaley House,NR,6/3/2013 0:00,José Prendes,José Prendes,Horror,0,91 minutes,the_haunting_of_whaley_house
6646,The New Republic,NR,"Dec 31,9999",Jeoff Hanser,Jeoff Hanser,Mystery & Suspense,0,99 minutes,the_new_republic_2012
6647,Freedom,NR,"Dec 31,9999",Johnny O'Hara,"Josh Tickell, Rebecca Harrell Tickell","Documentary, Special Interest",0,105 minutes,
6648,Force of Nature: The David Suzuki Movie,PG,12/1/2011 0:00,Sturla Gunnarsson,Sturla Gunnarsson,Documentary,0,93 minutes,force_of_nature_the_david_suzuki_movie
6649,Level Five,NR,8/14/2014 0:00,Chris Marker,Chris Marker,"Documentary, Drama, Romance",0,106 minutes,level_five
6650,Cowboys & Aliens,PG-13,7/28/2011 0:00,"Mark Fergus, Alex Kurtzman, Roberto Orci, Damon Lindelof, Hawk Ostby",Jon Favreau,"Action & Adventure, Science Fiction & Fantasy, Western","$100,215,116.00 ",119 minutes,cowboys_and_aliens
6651,Joy Road,R,10/20/2011 0:00,"Greg Pak, Harry Davis, Jack Haigis, Harry A. Davis, Alan Thomas, Harry Davis, Greg Pak","Harry Davis, Harry A. Davis, Harry Davis",Drama,0,88 minutes,joy_road_2011
6652,Salvation Army,NR,1/22/2015 0:00,Abdellah Taia,Abdellah Taia,"Art House & International, Drama","$3,842.00 ",84 minutes,salvation_army
6653,When a Woman's Fed Up,NR,"Dec 31,9999",Twana Lawler,Jason Horton,"Comedy, Drama",0,79 minutes,when_a_womans_fed_up
6654,The Expendables 3,PG-13,8/14/2014 0:00,"Sylvester Stallone, Creighton Rothenberger, Katrin Benedikt",Patrick Hughes,Action & Adventure,0,126 minutes,the_expendables_3
6655,The Face of Love,PG-13,3/6/2014 0:00,"Arie Posin, Matthew McDuffie",Arie Posin,"Comedy, Drama, Romance",0,92 minutes,the_face_of_love
6656,Pup 2 No Good,NR,"Dec 31,9999","Egoitz Rodriguez, Segundo Altolagirre",Egoitz Rodriguez,NOT_AVAILABLE,0,87 minutes,pup_2_no_good
6657,McFarland USA,PG,2/19/2015 0:00,"Christopher Cleveland, Bettina Gilois, Grant Thompson",Niki Caro,"Drama, Kids & Family",0,129 minutes,mcfarland_usa
6658,Brother (Hermano),NR,8/23/2012 0:00,"Rohan Jones, Marcel Rasquin",Marcel Rasquin,"Art House & International, Drama, Kids & Family, Sports & Fitness","$29,858.00 ",97 minutes,brother_2010
6659,Dangerous Ishhq,NR,5/10/2012 0:00,Amin Hajee,Vikram Bhatt,"Horror, Mystery & Suspense",0,130 minutes,dangerous_ishhq
6660,Stink!,NR,11/26/2015 0:00,"Jon J. Whelan, Brian Gunnar Cole",Jon J. Whelan,Documentary,0,91 minutes,stink
6661,Strawberry Shortcake: Sweet Sunshine Adventures,NR,"Dec 31,9999",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,0,66 minutes,strawberry_shortcake_sweet_sunshine_adventures_2016
6662,Planes: Fire And Rescue,PG,7/17/2014 0:00,"Robert Gannaway, Jeffrey Howard, Jeffrey M. Howard",Robert Gannaway,"Animation, Kids & Family",0,84 minutes,planes_fire_and_rescue
6663,The Tale of the Voodoo Prostitute,NR,6/4/2012 0:00,Chaz Buchanan,Chaz Buchanan,Horror,0,75 minutes,the_tale_of_the_voodoo_prostitute
6664,The Deposition,R,"Dec 31,9999",Eddie Mensore,"Edward Mensore, Eddie Mensore","Drama, Mystery & Suspense",0,80 minutes,the_deposition
6665,Entertainment,R,11/12/2015 0:00,"Tim Heidecker, Gregg Turkington, Rick Alverson",Rick Alverson,Drama,"$55,506.00 ",110 minutes,entertainment
6666,Turkey Bowl,NR,6/2/2011 0:00,Kyle Smith,Kyle Smith,Comedy,0,64 minutes,turkey_bowl
6667,Cooties,R,9/17/2015 0:00,"Ian Brennan, Leigh Whannell","Jonathan Milott, Cary Murnion","Comedy, Horror",0,87 minutes,cooties
6668,The Homesman,R,11/13/2014 0:00,"Tommy Lee Jones, Kieran Fitzgerald, Wesley Oliver",Tommy Lee Jones,"Drama, Western",0,122 minutes,the_homesman
6669,Tyler Perry's Madea's Tough Love,PG,"Dec 31,9999",Matt Fleckenstein,Frank Marino,Comedy,0,90 minutes,tyler_perrys_madeas_tough_love
6670,The Double,R,5/8/2014 0:00,"Richard Ayoade, Avi Korine",Richard Ayoade,Comedy,0,93 minutes,the_double_2013
6671,Monsters: Dark Continent,R,4/16/2015 0:00,Jay Basu,"Tom Green (III), Tom Green (XVII)","Drama, Mystery & Suspense, Science Fiction & Fantasy",0,116 minutes,monsters_dark_continent
6672,DevilDolls,NR,"Dec 31,9999","David S. Goyer, Benjamin Carr, August White","Charles Band, Ted Nicolaou, Peter Manoogian",Horror,0,90 minutes,devildolls
6673,Lost and Found,NR,12/23/2008 0:00,NOT_AVAILABLE,Philip Hunt,"Animation, Comedy, Special Interest",0,90 minutes,lost-and-found-2008
6674,The Incubus,PG-13,9/9/2010 0:00,Shayne Leighton,"Shayne Leighton, Marcie Gorman, Marcie Gorman and Shayne Leighton","Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy, Romance",0,90 minutes,the_incubus_2010
6675,My Worst Nightmare,NR,10/18/2012 0:00,Nicolas Mercier,Anne Fontaine,"Art House & International, Comedy, Drama","$21,456.00 ",104 minutes,my_worst_nightmare
6676,10 Years,PG-13,9/13/2012 0:00,Jamie Linden,Jamie Linden,"Comedy, Drama","$201,146.00 ",115 minutes,10_years
6677,The Lazarus Papers,R,"Dec 31,9999",Jeremiah Hundley,Jeremiah Hundley,"Action & Adventure, Drama, Science Fiction & Fantasy",0,90 minutes,the_lazarus_papers
6678,The German Doctor,PG-13,4/24/2014 0:00,Lucía Puenzo,Lucía Puenzo,"Art House & International, Drama, Mystery & Suspense","$414,912.00 ",93 minutes,the_german_doctor
6679,Echoes,NR,"Dec 31,9999",Nils Timm,Nils Timm,"Drama, Horror, Mystery & Suspense",0,88 minutes,echoes_2013
6680,Shaquille O'Neal Presents: All Star Comedy Jam From Orlando,NR,"Dec 31,9999",NOT_AVAILABLE,Leslie Small,Comedy,0,0,shaquille_oneal_presents_all_star_comedy_jam_from_orlando
6681,The Anomaly,NR,9/24/2015 0:00,Simon R. Lewis,Noel Clarke,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",0,97 minutes,the_anomaly
6682,My Man Is a Loser,R,7/24/2014 0:00,Mike Young (VII),Mike Young (VII),Comedy,0,95 minutes,my_man_is_a_loser
6683,Riddle,PG-13,1/9/2013 0:00,"John O. Hartman, Nicholas Mross","John O. Hartman, Nicholas Mross",Mystery & Suspense,0,116 minutes,riddle_2013
6684,Hunting the Legend,NR,"Dec 31,9999",Justin Steeley,Justin Steeley,"Drama, Horror, Mystery & Suspense",0,95 minutes,hunting_the_legend
6685,Brighton Rock,R,8/25/2011 0:00,Rowan Joffe,Rowan Joffe,"Drama, Mystery & Suspense","$223,887.00 ",111 minutes,brighton_rock-2010
6686,Rosencrantz and Guildenstern Are Dead,PG,2/7/1991 0:00,Tom Stoppard,Tom Stoppard,"Art House & International, Comedy, Drama",0,118 minutes,rosencrantz_and_guildenstern_are_dead
6687,A Haunted House 2,R,4/17/2014 0:00,Marlon Wayans,Michael Tiddes,Comedy,0,87 minutes,a_haunted_house_2
6688,Brother Nature,R,9/8/2016 0:00,"Taran Killam, Mikey Day","Matt Villines, Osmany Rodriguez",Comedy,0,0,brother_nature
6689,10 Buildings That Changed America,NR,"Dec 31,9999",Dan Protess,NOT_AVAILABLE,"Documentary, Special Interest",0,60 minutes,10_buildings_that_changed_america_2013
6690,Meet The Mormons,PG,10/9/2014 0:00,Blair Treu,Blair Treu,"Documentary, Special Interest","$5,833,665.00 ",78 minutes,meet_the_mormons
6691,Play Hooky,NR,"Dec 31,9999","Vincent Kulish, Jason Chester, Frank S. Petrilli",Frank S. Petrilli,"Comedy, Drama, Horror, Mystery & Suspense",0,74 minutes,play_hooky
6692,Yeh Jawaani Hai Deewani,NR,5/30/2013 0:00,NOT_AVAILABLE,Ayan Mukerji,"Art House & International, Romance",0,125 minutes,yeh_jawaani_hai_deewani_2013
6693,Super Shark,NR,12/7/2011 0:00,NOT_AVAILABLE,"Fred Olen Ray, Fred Olan Ray","Action & Adventure, Comedy, Horror, Science Fiction & Fantasy",0,87 minutes,super_shark
6694,Vlog,NR,"Dec 31,9999",Joshua Butler,Joshua Butler,"Drama, Horror",0,71 minutes,vlog_2009
6695,The Perfect Wedding,NR,5/18/2014 0:00,"Jason Gaffney, Ed Gaffney, Jason T. Gaffney, Suzanne Brockmann",Gabriel Scott,Comedy,0,82 minutes,the_perfect_wedding_2013
6696,My Mother's Future Husband,NR,"Dec 31,9999",Julie Brazier,George Erschbamer,"Drama, Kids & Family, Television",0,88 minutes,my_mothers_future_husband
6697,Pawn's Move,NR,"Dec 31,9999",Kim P. Wells,Caleb Vetter,"Drama, Faith & Spirituality",0,73 minutes,pawns_move_2011
6698,Unidentified,NR,"Dec 31,9999",NOT_AVAILABLE,Jason Richard Miller,Science Fiction & Fantasy,0,0,unidentified_2013
6699,The Scene: An Exploration of Music in Toronto,NR,2/24/2014 0:00,NOT_AVAILABLE,"Josh Jensen, Josh Jenson","Documentary, Musical & Performing Arts",0,80 minutes,the_scene_an_exploration_of_music_in_toronto
6700,The Second Best Exotic Marigold Hotel,PG,3/5/2015 0:00,Ol Parker,John Madden (II),Comedy,0,122 minutes,the_second_best_exotic_marigold_hotel
6701,One Small Hitch,PG-13,2/5/2015 0:00,Dode Levenson,John Burgess,"Comedy, Romance",0,100 minutes,one_small_hitch
6702,Amy,NR,9/30/2013 0:00,"Patnaik R.P., Febah Martin",Patnaik R.P.,Horror,0,98 minutes,amy_2013
6703,1313: Ufo Invasion,NR,"Dec 31,9999",NOT_AVAILABLE,David DeCoteau,"Horror, Science Fiction & Fantasy",0,72 minutes,1313_ufo_invasion_2012
6704,Petals on the Wind,NR,"Dec 31,9999",Kayla Alpert,"Karen Moncrieff, Lina Wong",Drama,0,85 minutes,petals_on_the_wind
6705,Muppets Most Wanted,PG,3/20/2014 0:00,"Nicholas Stoller, James Bobin",James Bobin,"Comedy, Kids & Family",0,107 minutes,muppets_most_wanted
6706,The Americano,NR,9/11/1955 0:00,Guy Troper,William Castle,"Action & Adventure, Classics, Western",0,85 minutes,1000868-americano
6707,Four Assassins,NR,10/18/2012 0:00,Stanley J. Orzel,Stanley J. Orzel,"Drama, Mystery & Suspense",0,88 minutes,four_assassins
6708,Vanishing Waves,NR,3/14/2013 0:00,"Kristina Buozyte, Bruno Samper",Kristina Buozyte,"Mystery & Suspense, Science Fiction & Fantasy, Romance",0,124 minutes,vanishing_waves_2012
6709,Speak The Music: Robert Mann And The Mysteries Of Chamber Music,NR,5/1/2014 0:00,NOT_AVAILABLE,Allan Miller,Documentary,0,58 minutes,speak_the_music_robert_mann_and_the_mysteries_of_chamber_music
6710,One Direction: All the Way to the Top,NR,"Dec 31,9999",NOT_AVAILABLE,NOT_AVAILABLE,"Documentary, Musical & Performing Arts",0,61 minutes,one_direction_all_the_way_to_the_top
6711,Much Ado About Nothing,PG-13,6/6/2013 0:00,Joss Whedon,Joss Whedon,Comedy,"$4,200,000.00 ",108 minutes,much_ado_about_nothing_2012
6712,The Invisible War,NR,6/21/2012 0:00,"Kirby Dick, Amy Ziering Kofman, Amy Ziering, Doug Blush",Kirby Dick,"Documentary, Special Interest","$66,167.00 ",97 minutes,the_invisible_war
6713,Call Me Lucky,NR,8/6/2015 0:00,Bobcat Goldthwait,Bobcat Goldthwait,Documentary,0,105 minutes,call_me_lucky
6714,Easy Money: Hard to Kill,NR,2/13/2014 0:00,Maria Karlsson,Babak Najafi,"Action & Adventure, Drama, Mystery & Suspense",0,99 minutes,easy_money_hard_to_kill
6715,Broadway Idiot,NR,10/10/2013 0:00,NOT_AVAILABLE,Doug Hamilton,"Documentary, Musical & Performing Arts, Special Interest",0,81 minutes,broadway_idiot_2013
6716,Hellbenders,R,10/17/2013 0:00,J.T. Petty,J.T. Petty,"Comedy, Horror, Mystery & Suspense",0,85 minutes,hellbenders
6717,Dear Mr. Watterson,NR,11/14/2013 0:00,NOT_AVAILABLE,Joel Allen Schroeder,"Documentary, Musical & Performing Arts","$15,428.00 ",90 minutes,dear_mr_watterson
6718,The Dinner,NR,8/6/2015 0:00,"Ivano De Matteo, Valentina Ferlan",Ivano De Matteo,Drama,0,92 minutes,the_dinner_2015
6719,Killer Mountain,NR,"Dec 31,9999",NOT_AVAILABLE,Sheldon Wilson,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",0,87 minutes,killer_mountain
6720,Paranormal Incident,NR,"Dec 31,9999",Matthew Bolton,Matthew Bolton,"Drama, Mystery & Suspense",0,82 minutes,paranormal_incident
6721,Broken Horses,R,4/9/2015 0:00,"Vidhu Vinod Chopra, Abhijat Joshi",Vidhu Vinod Chopra,"Action & Adventure, Drama",0,101 minutes,broken_horses
6722,I'm So Excited!,R,6/27/2013 0:00,Pedro Almodóvar,Pedro Almodóvar,Comedy,"$1,367,846.00 ",90 minutes,im_so_excited
6723,Popstar: Never Stop Never Stopping,R,6/2/2016 0:00,"Andy Samberg, Akiva Schaffer, Jorma Taccone","Akiva Schaffer, Jorma Taccone",Comedy,0,86 minutes,popstar_never_stop_never_stopping
6724,My Life Directed By Nicolas Winding Refn,PG-13,2/26/2015 0:00,Liv Corfixen,Liv Corfixen,Documentary,0,60 minutes,my_life_directed_by_nicolas_winding_refn
6725,Sightseers,NR,5/9/2013 0:00,"Alice Lowe (III), Amy Jump, Steve Oram",Ben Wheatley,Comedy,0,98 minutes,sightseers
6726,A Fierce Green Fire,NR,2/28/2013 0:00,"Mark Kitchell, Tom Turner",Mark Kitchell,"Documentary, Special Interest","$29,570.00 ",101 minutes,a_fierce_green_fire
6727,Propaganda,NR,7/21/2014 0:00,NOT_AVAILABLE,Slavko Martinov,Documentary,0,96 minutes,propaganda_2013
6728,Veronica Mars,PG-13,3/13/2014 0:00,"Rob Thomas (III), Diane Ruggiero","Rob Thomas (III), Rob Thomas (II)","Comedy, Drama, Mystery & Suspense",0,108 minutes,veronica_mars
6729,Go For Sisters,NR,11/7/2013 0:00,John Sayles,John Sayles,Drama,"$55,963.00 ",122 minutes,go_for_sisters_2013
6730,Beverly Lewis' The Reckoning,NR,"Dec 31,9999",Brian Bird,Mark Jean,Drama,0,120 minutes,beverly_lewis_the_reckoning
6731,Lawrence & Holloman,NR,7/17/2013 0:00,"Daniel Arnold, Matthew Kowalchuk",Matthew Kowalchuk,"Comedy, Drama",0,95 minutes,lawrence_and_holloman_2013
6732,Petunia,NR,6/27/2013 0:00,"Ash Christian, Theresa Bennett",Ash Christian,"Animation, Comedy, Drama",0,112 minutes,petunia_2012
6733,Java Heat,R,5/9/2013 0:00,"Conor Allyn, Rob Allyn",Conor Allyn,"Action & Adventure, Drama, Mystery & Suspense",0,104 minutes,java_heat
6734,Chappie,R,3/5/2015 0:00,NOT_AVAILABLE,NOT_AVAILABLE,Action & Adventure,0,119 minutes,chappie
6735,Coldwater,NR,8/14/2014 0:00,"Mark Penney, Vincent Grashaw",Vincent Grashaw,Drama,0,104 minutes,coldwater
6736,An Easter Bunny Puppy,NR,2/28/2013 0:00,Sebastian Dinwiddie,MARY CRAWFORD,Kids & Family,0,90 minutes,an_easter_bunny_puppy_2013
6737,Fred Won't Move Out,NR,9/20/2012 0:00,Richard Ledes,Richard Ledes,Drama,0,74 minutes,fred_wont_move_out
6738,Stalled,NR,7/18/2013 0:00,Dan Palmer,Christian James,"Comedy, Horror",0,0,
6739,Tap World,NR,7/9/2015 0:00,Dean Hargrove,Dean Hargrove,"Documentary, Musical & Performing Arts","$13,120.00 ",72 minutes,tap_world
6740,Jason Becker: Not Dead Yet,NR,12/11/2012 0:00,NOT_AVAILABLE,Jesse Vile,"Documentary, Musical & Performing Arts",$794.00 ,90 minutes,jason_becker_not_dead_yet
6741,Free State of Jones,R,6/23/2016 0:00,Gary Ross,Gary Ross,"Action & Adventure, Drama",0,139 minutes,free_state_of_jones
6742,School Dance,R,7/1/2014 0:00,"Nick Cannon, Nile Evans",Nick Cannon,"Comedy, Drama, Musical & Performing Arts",0,86 minutes,school_dance
6743,Budz House,R,4/12/2012 0:00,"Robert A. Johnson, Marvin Watkins",Cameron Casey,"Action & Adventure, Comedy",0,76 minutes,budz_house
6744,What's Your Number?,R,9/29/2011 0:00,"Jennifer Crittenden, Gabrielle Allan",Mark Mylod,Comedy,"$14,008,193.00 ",106 minutes,whats_your_number
6745,Paranormal Captivity,NR,9/29/2012 0:00,John Orrichio,John Orrichio,"Horror, Mystery & Suspense",0,80 minutes,paranormal_captivity_2012
6746,Unfinished Business,R,3/5/2015 0:00,Steven Conrad,Ken Scott (V),Comedy,0,90 minutes,unfinished_business_2015
6747,Dive Olly Dive and the Pirate Treasure,NR,"Dec 31,9999",NOT_AVAILABLE,"Bob Doucette, Gary Hurst, Bob Baxter",Comedy,0,80 minutes,dive_olly_dive_and_the_pirate_treasure
6748,Hating Breitbart,PG-13,5/16/2012 0:00,Andrew Marcus,Andrew Marcus,"Documentary, Special Interest","$81,432.00 ",92 minutes,hating_breitbart
6749,Good Morning President (Gutmoning peurejideonteu),NR,12/24/2009 0:00,NOT_AVAILABLE,Jin Jang,"Art House & International, Comedy, Drama",0,132 minutes,good-morning-president
6750,The Employer,NR,6/6/2013 0:00,Frank Merle,Frank Merle,"Horror, Mystery & Suspense",0,89 minutes,the_employer
